Latitude,Longitude,Kommune,Navn,Takster,Tilbudstyper,Pladser_på_tilbudstypen,Adresse,Kontaktperson,Pladser,Leder,Driftsherre,Virksomhedens_navn,Virksomhedsform,CVR,Tilsynsførende_myndighed,Årsomsætning,Soliditetsgrad,Overskud,Overskud_vs_omsætning,Løn_leder,Løn_personale,Løn_administration,Omkostninger_eksternt,Bestyrelseshonorarer,Løn_vs_omsætning,Omkostninger_til_kompetenceudvikling_vs_omsætning,Ejendomsomkostninger_vs_omsætning
55.784041,11.4695,Odsherred Kommune,Adelers Allé (PS Contact ApS),"Fra 6.087,56 - 6.087,56 kr.","Botilbud til midlertidige ophold, § 107","3 - Botilbud til midlertidige ophold, § 107","Adelers Alle 160
    

    4540 Fårevejle","Marie-Louise Sjørslev

                louise@pscontact.dk
                
                    Telefon: 29275514","Botilbud til midlertidige ophold, § 107
    
    
        
            3 pladser -
            ingen ledige","Pia Sørensen
    

    pia@pscontact.dk
    
        Telefon: 22125514",PS Contact / Øvejens Ridecenter v/Pia Saaby Sørensen,PS Contact ApS,Anpartsselskab,42470775,Socialtilsyn Hovedstaden,42.125.448 kr.,18 %,2.854.511 kr.,"6,78 %",787.697 kr.,21.081.910 kr.,2.183.161 kr.,2.491.585 kr.,140.716 kr.,"72,42 %","1,2 %","6,01 %"
55.726448,12.575659,Københavns Kommune,Altiden Thorsgade 63 (Altiden Casa Blanca),"Fra 3.175,87 - 3.175,87 kr.","Botilbud til midlertidige ophold, § 107","13 - Botilbud til midlertidige ophold, § 107","Tuborgvej 5
    

    2900 Hellerup","Pia Pilemark

                pia.pilemark@altiden.dk
                
                    Telefon: 71961248","Botilbud til midlertidige ophold, § 107
    
    
        

            
                13 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Pia Pilemark
    

    pia.pilemark@altiden.dk
    
        Telefon: 71961248",Tilbuddet selv,Altiden Social ApS,Anpartsselskab,27591507,Socialtilsyn Hovedstaden,47.342.739 kr.,"15,26 %",-695.845 kr.,"-1,47 %",1.144.440 kr.,22.497.476 kr.,0 kr.,3.482.229 kr.,0 kr.,"62,39 %","1,65 %","16,45 %"
55.644825,12.599744,Københavns Kommune,Botilbud Jens Warmings vej §107 (Botilbud ASPECT CSBB),Fra 1.463 - 1.896 kr.,"Botilbud til midlertidige ophold, § 107","12 - Botilbud til midlertidige ophold, § 107","Jens Warmings Vej 56
    

    2300 København S","Charlotte Daugaard

                e798@kk.dk
                
                    Telefon: 27132615","Botilbud til midlertidige ophold, § 107
    
    
        
            12 pladser -
            ingen ledige","Charlotte Daugaard
    

    e798@kk.dk
    
        Telefon: 27132615",Tilbuddet selv,Københavns Kommune,Primærkommune,64942212,"EAN-nummer
    
        5798009679598",37.642.744 kr.,,-2.083.415 kr.,"-5,53 %",512.325 kr.,19.441.148 kr.,0 kr.,2.886.810 kr.,0 kr.,"63,74 %","0,96 %","15,49 %"
55.681986,12.488842,Københavns Kommune,Botilbud Linde Allé §107 (Botilbud ASPECT CSBB),Fra 950 - 1.684 kr.,"Botilbud til midlertidige ophold, § 107","15 - Botilbud til midlertidige ophold, § 107","Linde Allé 33
    

    2720 Vanløse","Charlotte Daugaard

                e798@kk.dk
                
                    Telefon: 27132615","Botilbud til midlertidige ophold, § 107
    
    
        
            15 pladser -
            ingen ledige","Charlotte Daugaard
    

    e798@kk.dk
    
        Telefon: 27132615",Tilbuddet selv,Københavns Kommune,Primærkommune,64942212,"EAN-nummer
    
        5798009679598",37.642.744 kr.,,-2.083.415 kr.,"-5,53 %",512.325 kr.,19.441.148 kr.,0 kr.,2.886.810 kr.,0 kr.,"63,74 %","0,96 %","15,49 %"
55.970362,9.836079,Skanderborg Kommune,Botilbuddet Stainagaard Fonden § 107 (Stoa Fonden  - Botilbuddet Stainagaard),"Fra 3.003,19 - 3.003,19 kr.","Botilbud til midlertidige ophold, § 107","4 - Botilbud til midlertidige ophold, § 107","Sønderlundsvej 3
    

    8660 Skanderborg","Jeanette Skjold

                js@stoa.dk
                
                    Telefon: 30351505","Botilbud til midlertidige ophold, § 107
    
    
        

            
                4 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Vi forventer at der vil komme en ledig plads i starten af af 2025, kontakt os gerne for flere informationer eller for at blive skrevet på ventelisten.","Jeanette Skjold
    

    js@stoa.dk
    
        Telefon: 30351505",Tilbuddet selv,Stoa Fonden,Fonde og andre selvejende institutioner,21474940,Socialtilsyn Midt,7.955.885 kr.,44 %,349.759 kr.,"4,4 %",462.730 kr.,2.639.658 kr.,905.651 kr.,905.864 kr.,18.000 kr.,"75,38 %","1,69 %","6,73 %"
56.062985,12.567093,Helsingør Kommune,Botilbuddet i Hellebæk,"Fra 952,09 - 2.907,79 kr.","Botilbud til midlertidige ophold, § 107","13 - Botilbud til midlertidige ophold, § 107","Nordre Strandvej 95A
    

    3150 Hellebæk","Torben Lindorf

                torben@hellebaek.dk
                
                    Telefon: 21431338","Botilbud til midlertidige ophold, § 107
    
    
        

            
                13 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            De særlige forhold omkring Botilbuddet i Hellebæk, skal findes i det levefællesskab botilbuddet er en del af. Ligeledes skal fremhæves den fysiske beliggenhed, 50 m fra Kattegat og 50 meter fra Teglstrup skov - begge dele med masser af muligheder for aktiviteter og velvære.","Katrine Jensen
    

    katrine@hellebaek.dk
    
        Telefon: 53163833",Tilbuddet selv,Hellebæk Fonden,Fonde og andre selvejende institutioner,39681676,Socialtilsyn Hovedstaden,,,,,,,,,,,,
54.922446,12.156259,Vordingborg Kommune,Det hvide Hus (Krummebækgaard),"Fra 1.507,32 - 4.763,32 kr.","Botilbud til midlertidige ophold, § 107","3 - Botilbud til midlertidige ophold, § 107","Dammegade 27
    

    4792 Askeby","Signe Green Agerbo

                signe@krummebaekgaard.dk
                
                    Telefon: 32676691","Botilbud til midlertidige ophold, § 107
    
    
        
            3 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            3 pladser jf. SEL §107 i alderen 18-35 år.","Signe Green Agerbo
    

    signe@krummebaekgaard.dk
    
        Telefon: 32676691",Tilbuddet selv,Krummebækgaard ApS,Anpartsselskab,37835978,Socialtilsyn Øst,35.309.840 kr.,"63,56 %",-321.330 kr.,"-0,91 %",1.609.549 kr.,17.900.379 kr.,2.493.787 kr.,1.752.039 kr.,19.619 kr.,"74,18 %","1,37 %","10,37 %"
55.823315,11.441542,Odsherred Kommune,Fonden Bofællesskabet Ørbækskilde,"Fra 3.168,24 - 3.168,24 kr.","Botilbud til midlertidige ophold, § 107","8 - Botilbud til midlertidige ophold, § 107","Riisvej 18
    

    4540 Fårevejle","Jeanette Rasmussen

                jr@oerbaekskilde.dk
                
                    Telefon: 59654569","Botilbud til midlertidige ophold, § 107
    
    
        

            
                8 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Vi har en ledig plads. Kontakt os for mere information","Jeanette Rasmussen
    

    jr@oerbaekskilde.dk
    
        Telefon: 59654569",Tilbuddet selv,Fonden Bofællesskabet Ørbækskilde,Fonde og andre selvejende institutioner,25599772,Socialtilsyn Øst,,,,,,,,,,,,
55.579031,11.984807,Lejre Kommune,Fonden Sigridsminde,"Fra 2.697,91 - 3.619,48 kr.","Botilbud til midlertidige ophold, § 107","6 - Botilbud til midlertidige ophold, § 107","Rorupvej 11
    

    4320 Lejre","Dorte Marstrand

                dorte@sigridsminde.dk
                
                    Telefon: 60610303","Botilbud til midlertidige ophold, § 107
    
    
        

            
                6 pladser -
                Kontakt afdelingen om ledige pladser","Dorte Marstrand
    

    dorte@sigridsminde.dk
    
        Telefon: 60610303",Tilbuddet selv,Fonden Sigridsminde,Fonde og andre selvejende institutioner,40660941,Socialtilsyn Øst,,,,,,,,,,,,
,,,Gyngemosehus ApS,"Fra 1.955,7 - 2.167,49 kr.","Botilbud til midlertidige ophold, § 107","15 - Botilbud til midlertidige ophold, § 107","Gyngemose Parkvej 4D, 6.  th
    

    2860 Søborg","Nicolai Viking Andersen

                nivi@gyngemosehus.dk
                
                    Telefon: 42618170","Botilbud til midlertidige ophold, § 107
    
    
        

            
                15 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Vi har i øjeblikket én ledig plads","Nicolai Viking Andersen
    

    nivi@gyngemosehus.dk
    
        Telefon: 42618170",Tilbuddet selv,Gyngemosehus ApS,Anpartsselskab,37276391,Socialtilsyn Hovedstaden,,,,,,,,,,,,
56.152598,9.049859,Herning Kommune,Kirkebakken 31 (Landeriet),"Fra 1.095,19 - 1.095,19 kr.","Botilbud til midlertidige ophold, § 107","3 - Botilbud til midlertidige ophold, § 107","Krøjgårdvej 17
    

    7400 Herning","Søren Bundgaard

                sb@landeriet.dk
                
                    Telefon: 20891747","Botilbud til midlertidige ophold, § 107
    
    
        
            3 pladser -
            ingen ledige","Søren Bundgaard
    

    sb@landeriet.dk
    
        Telefon: 20891747",Tilbuddet selv,Landeriet S/I,Øvrige virksomhedsformer,42260096,Socialtilsyn Midt,2.678.267 kr.,"53,76 %",42.017 kr.,"1,57 %",241.109 kr.,1.220.831 kr.,0 kr.,82.341 kr.,0 kr.,"62,04 %","2,14 %","15,17 %"
,,,Lejlighederne På Lauritz Sørensens Vej,"Fra 1.313,57 - 1.313,57 kr.","Botilbud til midlertidige ophold, § 107","20 - Botilbud til midlertidige ophold, § 107",http://socialetilbud.frederiksberg.dk/,"Kristian Prom

                krpr01@frederiksberg.dk
                
                    Telefon: 28982137","Botilbud til midlertidige ophold, § 107
    
    
        
            20 pladser -
            ingen ledige","Martin Pedersen
    

    Mape12@frederiksberg.dk
    
        Telefon: 28985070",Tilbuddet selv,Frederiksberg Kommune,Primærkommune,11259979,"EAN-nummer
    
        5798009174468",,,,,,,,,,,,
56.320248,9.267185,Viborg Kommune,Lynggaarden (Havredal Praktiske Uddannelser),"Fra 387,8 - 398,77 kr.","Botilbud til midlertidige ophold, § 107","4 - Botilbud til midlertidige ophold, § 107","Ulvedalsvej 34
    

    7470 Karup J","Rikke Vestermark

                rve@havredal.dk
                
                    Telefon: 61623003","Botilbud til midlertidige ophold, § 107
    
    
        

            
                4 pladser -
                Kontakt afdelingen om ledige pladser","Rikke Vestermark
    

    rve@havredal.dk
    
        Telefon: 61623003",Tilbuddet selv,FORENINGEN JYSK BØRNEFORSORG/ FREDEHJEM,Forening,29078718,Socialtilsyn Midt,8.593.094 kr.,"30,88 %",150.920 kr.,"1,76 %",463.115 kr.,4.250.000 kr.,662.265 kr.,0 kr.,0 kr.,"62,55 %","2,73 %","9,6 %"
55.66725,12.617595,Københavns Kommune,Miteq (Kofoeds Skole),"Fra 355,84 - 355,84 kr.","Botilbud til midlertidige ophold, § 107","5 - Botilbud til midlertidige ophold, § 107","Holmbladsgade 120
    

    2300 København S","Kim Robert Olsen

                robert@kofoedsskole.dk
                
                    Telefon: 41733255","Botilbud til midlertidige ophold, § 107
    
    
        
            5 pladser -
            ingen ledige","Kim Robert Olsen
    

    robert@kofoedsskole.dk
    
        Telefon: 41733255",Tilbuddet selv,Kofoeds Skole,Statslig administrativ enhed,30343948,"EAN-nummer
    
        5798000354883",6.310.593 kr.,0 %,-3.156.559 kr.,"-50,02 %",1.667.983 kr.,5.734.993 kr.,350.000 kr.,0 kr.,0 kr.,"122,86 %","1,3 %","25,9 %"
55.653351,11.499895,Holbæk Kommune,"Stubben - gartnervej 2, 4440 Mørkøv (Stubben)","Fra 1.584,59 - 1.584,59 kr.","Botilbud til midlertidige ophold, § 107","2 - Botilbud til midlertidige ophold, § 107","Hovedgaden 42
    

    4440 Mørkøv","Anita Lisel Iversen

                kontakt@botilbuddetstubben.dk
                
                    Telefon: 60228616","Botilbud til midlertidige ophold, § 107
    
    
        
            2 pladser -
            ingen ledige","Anita Lisel Iversen
    

    kontakt@botilbuddetstubben.dk
    
        Telefon: 60228616",Udlejning v/Lena Lagerstorf,Botilbuddet Stubben ApS,Anpartsselskab,44562707,Socialtilsyn Hovedstaden,3.565.000 kr.,"74,1 %",41.000 kr.,"1,15 %",500.000 kr.,377.000 kr.,67.000 kr.,0 kr.,0 kr.,"33,02 %","0,6 %","13,9 %"
